video_id,category,log_views,title_len,word_count,caps_ratio,exclaim_cnt,question_cnt,has_number,has_bracket,tag_cnt,hour_bin,publish_weekday,publish_time,sent_compound,sent_pos,sent_neg,sent_abs,chan_mean_oof,chan_mean_naive,chan_freq,chan_freq_log,trending_lag,days_on_trending,log_likes,log_comment_count,comments_disabled,ratings_disabled
i2ZHwnKVXK0,Comedy,12.056446713574331,20,3,0.1666666666666666,0,0,0,0,54,12-17,1,2017-11-21 18:00:06+00:00,0.7717,0.87,0.0,0.7717,12.130940601682246,12.106109305646276,3,1.3862943611198906,1,7,8.607947554684701,5.905361848054571,0,0
ui05f6CoIxA,People & Blogs,12.056557040461396,77,11,0.803030303030303,0,0,0,0,14,12-17,2,2017-12-13 19:48:17+00:00,0.0,0.0,0.0,0.0,12.872135926794371,12.755624657318233,7,2.0794415416798357,2,1,9.64911129879082,6.4457198193855785,0,0
W8mkksk1Ouc,People & Blogs,12.05700403010971,48,9,0.631578947368421,0,0,0,0,24,06-11,1,2018-03-06 13:51:25+00:00,0.0,0.0,0.0,0.0,12.946110650285968,12.05700403010971,1,0.6931471805599453,6,8,9.395906658935026,6.55250788703459,0,0
Eq1BuMoTW7Q,Howto & Style,12.057387005133974,50,8,0.3571428571428571,1,0,0,0,30,18-23,4,2018-02-02 23:00:03+00:00,0.0,0.0,0.0,0.0,12.772272590624922,12.533977395461273,3,1.3862943611198906,2,6,8.70748291785937,6.856461984594587,0,0
h-nmLbZorLE,Travel & Events,12.05845391930221,58,12,0.2,0,0,1,0,14,12-17,0,2018-02-19 18:39:41+00:00,0.0,0.0,0.0,0.0,11.505429334308014,11.643685480556565,4,1.6094379124341003,2,5,6.361302477572996,3.4339872044851463,0,0
AJYb0Yom5UQ,Comedy,12.058662530301405,76,11,0.1538461538461538,0,0,0,0,13,12-17,1,2017-10-17 20:01:44+00:00,-0.5859,0.0,0.275,0.5859,13.39820922025662,12.058662530301405,1,0.6931471805599453,28,3,5.940171252720432,5.298317366548036,0,0
FGI7iaAIN3U,Howto & Style,12.060352991180768,57,12,0.3055555555555556,0,0,1,0,35,06-11,6,2018-01-28 16:00:01+00:00,0.4588,0.25,0.0,0.4588,10.842932069839888,10.8604705972751,40,3.713572066704308,1,3,8.00202481821611,6.61472560020376,0,0
JoqBlEBpg9s,Science & Technology,12.061561192062488,74,12,0.25,0,0,0,0,24,12-17,0,2018-04-30 16:00:23+00:00,0.4019,0.231,0.0,0.4019,13.546219452230243,13.50063888738107,26,3.295836866004329,2,9,8.877660933593667,6.78897174299217,0,0
iyjqs_1Nhr8,Entertainment,12.062265783486382,22,3,0.0588235294117647,3,0,0,0,13,12-17,0,2018-01-01 22:35:21+00:00,0.0,0.0,0.0,0.0,11.581088659036702,11.783526480348891,3,1.3862943611198906,2,2,8.757311846936409,7.337587743538596,0,0
6EF4zRMfrlk,Pets & Animals,12.062958340260431,45,7,0.2105263157894736,0,0,0,0,6,06-11,2,2018-01-31 15:42:32+00:00,0.5994,0.394,0.0,0.5994,10.742054552499477,11.402506446379954,2,1.0986122886681098,2,6,8.2409125416889,6.354370040797351,0,0
