video_id,channel_title,category,log_views,chan_mean_oof,chan_mean_naive,chan_freq
-RUbNqpwOt8,WIRED,Entertainment,14.276975965111806,13.43349860226511,13.50063888738107,26
oSQZ9NiLoxg,Jimmy Kimmel Live,Comedy,14.27699487571006,13.554440215499124,13.533943661262422,70
Ff7wbSwTuEk,Mark Sales,Comedy,14.277395696263152,13.389910534603574,14.277395696263152,1
c7cYON3uVZo,Jeopardy!,Entertainment,14.277699985707129,13.145251921870672,13.945299260303592,2
aZdkR_WhA5Q,Inanna Sarkis,Comedy,14.27964763760953,13.389910534603574,14.616757068780613,2
p8t4HQWwDxk,American Idol,Entertainment,14.280227110217696,14.211708873973283,14.064362214631133,13
F8BdzL8OltM,BuzzFeedBlue,People & Blogs,14.281412034876269,14.514985722649465,14.432009393847096,10
bRkdzjzqepQ,Late Night with Seth Meyers,Comedy,14.28236297735946,12.739288340619087,12.949443931388277,37
4vZJn6r0dRw,FBE,Entertainment,14.28285628311027,14.39445314152259,14.437865814258712,25
NWOz3OZ6J9M,ABC News,News & Politics,14.283316774666508,11.854433018544075,11.70944850963973,22
NHrwcQQ38bA,Candide Thovex,Sports,14.28386658065145,12.867673712468623,14.28386658065145,1
3HhK7HbX3Qs,NFL Network,Sports,14.28453871158833,12.806548874568175,14.28453871158833,1
K_XXXDPODmw,Madelaine Petsch,People & Blogs,14.285995946145537,12.45801589135176,12.755624657318233,7
mto2mNFbrps,TromaMovies,Film & Animation,14.287701169020986,13.325463328560884,14.287701169020986,1
FmmLiydvFI0,Domics,Comedy,14.28827412507522,14.829826185991845,14.728163108643242,7
kSuaykdvl4I,colinfurze,Entertainment,14.288351408488497,14.238912807882624,14.273226685093302,7
ir-_cm0BaWc,Brave Wilderness,Pets & Animals,14.288446134847796,14.200160599455545,14.215024188207995,13
CwKp6Xhy3_4,ChrisYoungVEVO,Music,14.289875911047464,13.916679602245638,14.289875911047464,1
YvfYK0EEhK4,Brent Pella,Comedy,14.290384184499564,13.366228666034168,14.290384184499564,1
sBMOXHrXJtI,Studio MDHR,Gaming,14.290963065075136,13.535624832763535,14.290963065075136,1
KKD9DLbRak8,TheEllenShow,Entertainment,14.29314065662123,13.707488171116994,13.630704438024322,74
caCdf94Blfw,Oscars,Film & Animation,14.293497857731111,13.391820950460074,14.293497857731111,1
NB3gWkhLkxM,TheInternetVEVO,Music,14.295265859718054,13.933932782863671,14.295265859718054,1
YA9DiShszX8,Papa Jake,Entertainment,14.295273905838416,14.27780126712554,14.201812836062691,6
ToQloh3us1E,Smosh,Comedy,14.296094888644818,14.177840515828958,14.207023879627824,16
-oOlAGKBXnA,Gus Johnson,Comedy,14.297203104854816,12.75820671698269,12.912747423392608,9
pCteBhr4dGY,Warped Perception,Entertainment,14.297203722591584,13.146113662699669,14.297203722591584,1
